id,sentiment,text_tweet
1918,positive,34 bioskop kazakhstan film kartun indonesia jumbo putar 26 juni 2025 indonesia jumbo raih rekor 10 juta tonton tinggal jumbo dubesrikazakhstantajikistan inidiplomasi bungfadjroel kemlu ri jumbofilm id httpstcotazolhycwv
1919,positive,sutradara kan alas pilih jisoo blackpink film aksi fantasi omniscient readers viewpoint jisoo blackpink omniscientreadersviewpoint httpstcoqcdazee2vx
1920,positive,kdm ga sengaja reels tp pas liat judul keburu ngilang film korea cerita cewe prksa sampe hamil tp yg dimasukin penjara untung huni lapasnya baik2 yg tau judul
1921,positive,hayo nih relate coba tulis komentar film jumbo tayang lho bioskop yuk isi agenda pekan nontonjumbolagi bareng sayang jumbountuksemua jumbo filmjumbo jumbofilm httpstcobybkcjnygz
1922,positive,umur film dah habis bioskop garing dad joke aku kampung seruni toko roti amp
1923,positive,lu tau cp sinetron chemistry nya level god tier kalo narik perhati tonton berat kdrama cdrama jdrama or series kyk gue literally bgt ngikutin cp seriesfilm indo tuh era michelledimas adipati dolken yuk kato
1924,positive,df halo kabar evoucher aktif evoucher nonton film gowok bioskop favorit kode voucher 5fflbc8930xcd
1925,positive,anak anak abah nobar bioskop sayang film love story abah aniesbaswedan teman teman yg penasaran film love story anies baswedan lupa nonton bioskop masingmasing httpstcogbmdlmhmgb
1926,positive,perempuan dikhianiti suami pergi tanah suci temu jalan pulang tuhan romansa religi kayak fokus selfhealing ya assalamualaikum baitullah 17 juli bioskop httpstcox2l18mahml
1927,positive,from la spezia kri brawijaya promo film believe cr kri brawijaya 320 httpstco8jz5bpudvw
1928,positive,pov nonton film horor nyali jiwa kepo httpstcod632pu8fg4
1929,positive,euy rekomendasi film sedih donggg ken nang tp pgn romance tengsss yea
1930,positive,agnez mo anggun c sasmi peran serial reacher season 4 httpstcone3a6anmht
1931,positive,buy one get one nonton film jalan pulang 19 juni 2025 jalanpulang filmjalanpulang httpstcowoujksxbcd
1932,positive,film drama misteri supranatural manifest 1010 apa gua nemu film seru darat 55 sinopsis serial tv misterisupranatural kisah pesawat montego air 828 hilang 5 httpstco3a6hv6jy12
1933,positive,tuju but if you still work in film industry filmmaking kelola festival eksposur internasional x salah media sosial global depan httpstcogeuddzmop9
1934,positive,xcss weibo 13 new jun pics for shanghai international film festival httpstcotkjyq2g2z5
1935,positive,abis nonton live actionnya sumpah ya gue tuh nggak ekspektasi nonton adaptasi film animasi bagusbagus but this one 1010 speechless wajib nonton bioskop kalo imax 3d httpstcortqyvlgodi
1936,positive,langsung to the point aja ya ges film a business proposal udah masuk netflix httpstcowx8yoil3e2
1937,positive,europe on screen is back 13 22 juni 2025 sambang 7 kota indonesia jakarta bandung denpasar medan surabaya sidoarjo surabaya film event aja ken tau jadwal detail aja tandain thread httpstcocd65bumzbs
1938,positive,konsep atap tp tdk speakup nya familiar dgn kultur timur ramu naskah tonton abai larut dinamika emosi saji konsep karakter dying klise httpstcofb6sddmhex
1939,positive,tiba2 keinget lagu kipas angin sedot sampah film gjls ibu ibuibu ya chordnya tau nyanyiin pake gitar httpstco1t2e3cb7rm
1940,negative,thread uji batas manusia lawan alam liar suka film survival bikin napas sesak tangan dingin hati degdegan thread salah favorit 15 film intens manusia lawan cuaca ekstrem amp
1941,positive,kdm akhirnyaaa pretty crazy film yoona ahn bohyun tayang httpstcoseqqqnu6cl
1942,positive,wen junhui in shanghai international film festival omg httpstcofmtbb37lbn
1943,positive,tulis thread cerita horor sutradara film horor sekali debut main ga mainmain luna maya shareefa danish taskya namya ruth marini dll jalan pulang 19 juni bioskop httpstco1voskhnjv6
1944,positive,sakit jatuh panggung kakak diremehin keluarga tonton drama keluarga iqbaal ramadhan ian amp
1945,positive,o long hair do jungwon que coisa mais linda yoi concept film enhypen yoi enhypen jp4thsingle enhypen enhypen members enhypen httpstcoiyxlx0xolg
1946,positive,yak series hujung episode ungkap bikin celaka hades ketua geng killian konklusi manis theo amp
1947,positive,malaysia international film festival httpstcoq4tqd7f2te 1927 july 2025 alister grande maison paris dir ayuko tsukahara 2024 drama httpstconnmrr8ry72 httpstcoq6vgjtf7n4
1948,positive,hifive tayang kayak lucu banget nih felem httpstcodddffcsopt
1949,positive,superbat httpstco9eyf1gmcwn
1950,positive,fiksi 2008 dir mouly surya httpstcous0xmhxji9
1951,positive,guis mutualan yuk akun baru udah sih aktif suka drakor anime western film webtoon aja deh kadang qrt isuisu politik dkk rep cr ya avaku kucing hehe btw beda akun
1952,positive,gin film goblok nya pol pol an gjls ibu ibuibu udah ngasih humor absurd komedi situasi bloopers bayanginnnnn bloopers dimasukin film kek anjir lahhhh nih review httpstcotb5ufjpkdj
1953,positive,official poster 2 film jodoh 3 bujang bujang saudara fadly kifly ahmad orang tua nikah kembar batas biaya penuh tradisi calon fadly tibatiba jodoh orang tua pria mapan fadly httpstcoylew5vensi
1954,positive,jab film bann rahi thi tab adaption jab amir khan step back kiya to remake himeshmankad bhai mass httpstcoh3rpdbjolw
1955,positive,guys rekomendasi film yg mean girls romance high school us jaduljadul thanks wst httpstcod0eub2aajw
1956,positive,samo rafael yasamin jasem and syifa hadju stun for elle indonesia s young talent issue hilarius jason httpstco1jscrgzdxd
1957,negative,gess tolong rekomendasi film acara bikin ngakak brutal sesak napas adek ketawa httpstcoybkc4lykod
1958,negative,lagilagi orang vs orang assalamualaikum beijing 2 lost in ningxia cerita kejar cinta liat eh semu tayang 19 juni bioskop httpstcobdj7j9uwu0
1959,positive,kira2 dealer kasih kaca film llumar httpstcoc9ynktmskk
1960,positive,galang donasi palestina nobar film hayya 3 gaza httpstcowpfqqom2i6
1961,positive,kisruh hak cipta jerat agnez mo muncul umum karya baru httpstcoflcmdah2w4
1962,positive,romansa genre sender banget mvs romansa indonesia bikin sender geli tonton filmfilm romansa bikin nyaman tinggal kesan sendiri manis hangat getir favorit httpstcoddodiqvumo
1963,positive,rekomendasi film bantu ningkatin skor ielts 1 the king s speech 2010 bahasa inggris formal dialog kaya kosakata akademis historis kosakata film contonya
1964,positive,cie pose nya egk janji caratselcaday csd dokyeom seventeen pledis 17 httpstcoknzwioj2hu
1965,negative,kalo cepol beli tiket httyd muncul toothless lucu httpstcozn4zy23yjl
1966,positive,mvs kasih rekomendasi film perang gais seruuuu banget banget ak nonton saving private ryan
1967,positive,film dar hibur seru hati ayo nonton film hayya3 gaza serentak kamis 12 juni 2025 bioskop cinemaxxi kota jakarta tanggerang bandung bogor depok bekas cikarang yogyakarta solo surabaya sidoarjo httpstcodkm1pqoqlq
1968,positive,bismillah yaa usaha banget pikir banget tulus ikhlas apa karya bikin film butuh uang gak milik modal percaya kalo moga bukti gjls ibu
1969,positive,kdm salah film comingofage baik nggak heran sih kalo film dapet 50 harga korea inter film emang bagus httpstcomevxntwhdh
1970,positive,bocorin dikit karakterkarakter film a normal woman nih biar penasaran tungguin film tayang 24 juli netflix httpstcowyg7w0qzim
1971,positive,gua nazar 1 juta tonton film gjls ibu bayarin 5 orang pajak nya mati ehhh motor temen mati ampe kaleng kaleng nya hippp hippp
1972,positive,yg nemenin mainnonton filmke cafe sedih pgn main sender co bebas coce ugm fess
1973,positive,lihat namtan member bnk48 sebentar film cocok bgt deh masuk httpstco8j6bjxoovd
1974,positive,jog gabut banget malem yg ngobrol bahas film musik deh f24
1975,positive,keliling staten island new york mampir enoteca maria restoran italia unik banget kerja nonnas alias nenek koki angkat kisah nyata joe scaravella diri restoran inspirasi film nonnas tayang httpstcoidsrytnj5k
1976,positive,sampe 3 x
1977,positive,film selamat uji maut tradisi ga bener sungguh berat industri sinema indonesia showtime rang tambah selamat juang etape gjls gaza httpstcoed7iswahpd
1978,positive,ya lihat seframe festival film bareng ngarep bgt mah httpstconbqqyoid35
1979,positive,milet as mam maezono mam maezono istri novelis kenal ken nyanyi minder tibatiba dunia ubah superstar ubah gimana hidup hubung nikah debut film httpstcopnmmtak13i
1980,positive,nonton one piece anime bulan fokus nonton gjls ibu tubi tubi httpstcobjqoglzsqm
1981,positive,alhamdulillah film gjls ibu nambah 72 layar bismillah yok biar hp impi rispo capai httpstcod3yvhd9ktp
1982,positive,halo temen2 dsini ada cinta film or drama2 korea china indo thailand or asia lainny guna premium viu amp
1983,positive,2min propmt arranged marriage raffly malik mufaro raffy mahasiswa jurus televisi film side jobnya micro influencer dijodohin borju tampan anak temen papah kailino satya atmaja mas oom minta si papah httpstcoplbyhcrmoh
1984,positive,gustiwiw musisi tinggal dunia tayang film gjls ibu ibuibu httpstco8paxbjm9j0
1985,positive,myu kalo hsr event nonton film bioskop karakter playable pilih nonton bareng konteks ngedate httpstcowxviqnwuvm
1986,positive,terima kasih 10162551 tonton hanyut kisah jumbo hadir dukung peluk hangat karakter yuk nontonjumbolagi bioskop sayang jumbo jumbountuksemua jumbo httpstco0sw9g1zw2m
1987,positive,pedro pascal sibuk banget 2025 projectnya doi season 2 tv series doi hbo romcom a24 bikin celine song mvs western a24 bikin ari aster film mcu creator wandavision nonton httpstcozoqbnrsp5b
1988,positive,rek saran film donng atene nobar karo pacar ku
1989,positive,tips lancar bahasa inggris nonton film amp
1990,positive,ratus prajurit satgas yonif 641beruang nonton bareng film mission impossible the final reckoning bioskop jayapura papua senin 962025 acara fasilitas danrem 172pwy brigjen tni tagor rio pasaribu bentuk harga dedikasi httpstcop9rwlolx0x
1991,positive,film baik a thread httpstcosj0ipplsrm
1992,positive,sender new reader buku fiksi tarik karya andrea hirata udah lihat film buku rekomendasiin buku beliau baca kali tia
1993,positive,nct pantes aja bilang baju kyk karakter film up gemes bgt anak pramuka doyoung 1st stage memory today httpstco7putotbxjo
1994,negative,ladies and gentelman i present to you laksamana ragas gallahan actor yg debut pilih film action no romantis romantis yg sgt jaga privasi kenal yg nama aplikasi wa httpstcodk2krgaz0y
1995,positive,mvs bagimana rangkai review film tulis review aspek akting main sinematografi scoringnya please let me know thanks in advance
1996,positive,adegan uras tegang nonton film final destination bikin orang lihat nya ga habis pikir httpstcorxhrrpq55f
1997,positive,attitudenya promo film baik akting abidzar not bad at all nonton netflix naskah adhitya mulya terjemah cerita dlm arif lokal httpstcoa4iw3ent9u
1998,positive,250614 shanghai international film festival weibo update about junhui httpstcovos39m7j1i jun junhui theshadowsedge junhui hufeng junhuiontheredcarpetsiff2025 httpstcolp3yhyzhcb
1999,positive,mantap la gais on the top ejenalithemovie2 eatm2 ejenali letsplay animy sapotlokal saluteanimatortempatan httpstcotyhdt2iadi
2000,positive,wni wajib nonton simin tampar tonton filmfilm comingofage proses transisi dewasa takut klikfilm kategori isi filmfilm wajib tonton httpstco3cz6ajwllc
2001,positive,siblings energynya kenceng bgt gemass pdnims tolong angkut jaein x jinyoung film ttg keluarga kakak adek pliiss kdm httpstcosdhkuoh0ma
2002,positive,guys info tonton netflix ada saran telyu genre comedy romance keluarga action bebas film indo thank you
2003,positive,yoi concept film jake sunghoon httpstcoytixgh7lsw
2004,positive,sampe mvs film baik turut scene entertaining gk momen bosenin that opening and bar scene httpstcojydvuh8l2m
2005,positive,kdm gimana ahn hyoseop project film chae soobin tunggu banget nih fotbar nya httpstcocahshxpmbj
2006,positive,lunar mim bonnie p nt p film p film sisi ceria mim dua bucin banget gue deket namtanfilm udah muak liat kebucinan namtanfilm lunar httpstcodorh52rbqy
2007,positive,yoi concept film httpstcoahzucwlti8
2008,positive,puncak adab film komedi lokal kelar nonton jamin misuhmisuh httpstcou26mzd0xux
2009,negative,nyoba nonton horor finlandia langsung suka hatching gak mudah lupa suasana gak nyaman amp
2010,positive,gong banget film asli komedi drama dikit ujung gin ajgg
2011,positive,horeee rewatch film buat film baik refal hady httpstcotu6yvekj0e
2012,negative,assalamualaikum beijing 2 lost in ningxia film drama romantis tayang 19 juni 2025 bioskop sayang kelen kisah aisha cinta uji jarak sahabat berani pilih cinta sejati httpstcopnudv3ml3d
2013,negative,saranin film sad ending pleasee ken bet nang
2014,positive,kasih tau list buku hasil adaptasi film
2015,positive,habis stock main selebriti hippp httpstco2ogu7zjtos
2016,positive,schedule seventeen jun hadir red carpet upacara buka festival film internasional shanghai 14 juni 2025 jun hadir red carpet salah aktor utama film the shadows edge pledis 17 seventeen httpstcoqkrdwildog
2017,positive,20160611 shanghai international film festival top choiseunghyun tttop httpstcojo59uzfban
2018,negative,sheila dara and dion wiyoko for sore istri press httpstcobcoovu6zcs
2019,positive,yoink httpstcojkqrjm5xoa
2020,positive,icyo nzicyo ntamuntu wakuriye mu masusu yi goma warizwa na theatre nako film yitwa straw httpstco8i7yvve7wz
2021,positive,cipta muzik cipta nadi misi balik tabir music composer ejen ali the movie 2 ejenalithemovie2 eatm2 ejenali letsplay animy sapotlokal saluteanimatortempatan httpstcokptk3ow9yt
2022,positive,film series aja yg turut scenescene momerable barbershop indonesia httpstcoeepdpqmp7s
2023,positive,tebak syuting film apaaa httpstcoggq6bznpkt
2024,negative,akhanda2 teaser link httpstcog4d02beqth stars balayya samyuktha non music thaman eeswaran direction boyapati sreenu akhanda most hyped tugu film of 2025 httpstconvfh9n5yv8
2025,positive,1 jun 14 weibo zhu yilong at shanghai international film festival 2025 zhuyilong httpstcovk4fkcmka3
2026,positive,wehhh comel gila camera instax pal ni cekodok je snap gmbr mcm film instax tp digital cool senang bawak travel connect je dgn phone httpstco8wlezlkbh1
2027,positive,film yg rewatch berkalikali gaada bosen2nya nih ost film oke httpstcooxsvhql3lh
2028,positive,jury members felicitation jeevi at telangana gaddar film awards telanganagaddarfilmawards httpstco9zqon3z2li
2029,positive,woahhh film seru tayang cgv pilih sulit sih nonton dapat tiket website aplikasi cgv semuaserudicgv httpstcoqixrzxbkhv
2030,positive,yap eh ga nyangka film jepangnya sedih bgt httpstcofahzh5nt3r
2031,positive,muantap gjls 75rb optimis 25jt httpstcodgsnkvk3pn
2032,negative,da evil eye worth it banget tonton bioskop yg diupgrade sinematik film ya 3 episode anime baru interview collab sutradara yg ngasih insight seru produksi httpstcois24kiglwf
2033,positive,warga bekas makasiiiiiiiiii terima kasih tani keluarga ira film tenung tayang bioskop tenung filmtenung kisahtenung haraptenung httpstcoc60fvbubfv
2034,positive,maygic bonus 19rban dapet bonus kuota 5gb tonton epic udah nggak zonk buru tonton series film favorit sekarangg httpstcop3umbxrhxe smartfren 100persenuntukindonesia httpstcorkccceh9jy
2035,positive,njirrr keren gin performance disiapin jepang udah match gak niat kasih tonton timnasday timnasindonesia httpstcodsj1hgms1d
2036,negative,drop saran menu xxi caf cocok nemenin nonton 2 film httpstcokf2gvl82xa
2037,positive,udah nonton gjls ibu ibuibu
2038,positive,wta film horor kyr masuk bioskop indo gaak pis httpstcovogjnu11kq
2039,positive,nggak nih
2040,positive,fotofoto baru film superman entertainment weekly 12 httpstcom61syl6maw
2041,positive,buset gjls aja selesai emang film indonesia butuh man
2042,negative,wew sutradara paul greengrass comeback ngedirect 5 mcnya matthew mcconaughey muncul lg 6 main jd mc film comebacknya langsung main film yg intesitasnya the lost bus httpstco3097mhnxfk
